config,val_f1_max,test_acc,test_f1_macro,test_loss
BERT lr=2e-5,0.9877742776754751,0.9910179640718563,0.9908639260764286,0.03943151253319922
BERT lr=5e-05,0.9936445345954474,0.9910179640718563,0.9908639260764286,0.0457814614998088
